id,name,status,start_date,end_date,network,country,runtime,rating,rating_count,genres,total_episodes
26995,Don Francisco presenta,Returning Series,2002,,univision,US,60,0,0,"Comedy, Family, Music, Celebrities, Talent",1
26997,Carol Duvall's Holiday Workshop,Canceled/Ended,Dec/2001,Jan/2002,HGTV,US,60,0,0,"How To/Do It Yourself, Design/Decorating, Arts & Crafts",0
27002,Prince William & Catherine: A Royal Love Story,Ended,Apr/09/2011,May/12/2011,OPRAH WINFREY NETWORK,US,90,0,0,"Family, Celebrities, Lifestyle",2
27006,In Development,New Series,Apr/17/2011,,FX MOVIE CHANNEL,US,30,0,0,"Family, Celebrities, Interview, Talent, Lifestyle",2
27008,Decked Out,Ended,2011-04-07,,DIY Network,CA,30,0,0,DIY,38
27013,Sarah's Summer House,Ended,May/07/2011,Jun/2011,HGTV,US,30,0,0,"Family, Educational, How To/Do It Yourself, Design/Decorating",6
27015,Swamp Brothers,Canceled/Ended,May/10/2011,,Discovery Channel,US,30,6.5000,2,"Family, Educational, Lifestyle",16
27021,I Owe You My Life,In Development,2011,,OPRAH WINFREY NETWORK,US,60,0,0,Family,0
27023,My Mom and Me,In Development,2011,,OPRAH WINFREY NETWORK,US,60,0,0,"Family, Lifestyle",0
27029,Platinum Hit,Canceled/Ended,May/30/2011,Aug/05/2011,Bravo,US,60,4.0000,2,"Family, Music, Talent",10
27036,Top Chef Canada,Running,2011-04-11,,Flavour Network,CA,60,0,0,Food,115
27037,Pretty Rhythm: Aurora Dream,Canceled/Ended,Apr/09/2011,Mar/31/2012,TV Tokyo,JP,25,0,0,"Comedy, Anime",51
27040,Children's Craniofacial Surgery,New Series,May/02/2011,,BBC TWO,GB,60,0,0,"Medical, Family, Children",3
27044,Шахта,Canceled/Ended,Nov/28/2010,Jan/14/2011,Первый канал,RU,48,0,0,"Mystery, Action, Sci-Fi, Fantasy",16
27046,Nederlandse Hollywood vrouwen,New Series,Apr/24/2011,,Net 5,NL,50,0,0,"Finance, Travel, Fashion/Make-up",6
27047,André Rieu op Bloemeneiland Mainau,New Series,Apr/25/2011,,TROS,NL,90,0,0,Music,1
27053,Raa Raa the Noisy Lion,Ended,2011-05-09,,CBeebies,GB,10,0,0,Children,78
27059,The Finder,Ended,2012-01-12,,FOX,US,60,7.0000,4,"Comedy, Crime, Drama",13
27064,Dom kallar oss artister,Returning Series,Oct/28/2008,,SVT1,SE,30,0,0,"Music, Celebrities, Interview",2
27065,Antikrundan,Running,1989-08-26,,SVT Play,SE,10,0,0,"History, Educational, Lifestyle, Design/Decorating, Buy, Sell & Trade, Arts & Crafts",204
27066,Världens händelser,New Series,Mar/30/2011,,SVT2,SE,60,0,0,"History, Interview, Politics",9
27072,The Strange World of Planet X,Canceled/Ended,Sep/15/1956,Oct/27/1956,ABC,GB,30,0,0,"Drama, Sci-Fi",6
27199,Al Murray's Compete for the Meat,Canceled/Ended,May/19/2011,Jul/07/2011,Dave,GB,60,0,0,Comedy,8
27270,Alternatywy 4,Ended,1986-09-30,,TVP1,PL,60,0,0,Comedy,9
27523,Rhett & Link: Commercial Kings,Canceled/Ended,Jun/24/2011,,IFC,US,30,4.0000,2,"Family, Talent",10
27540,The Voice Sverige,Returning Series,Jan/04/2012,,TV4,SE,60,0,0,"Family, Music, Celebrities, Talent",1
27550,Bucket & Skinner's Epic Adventures,Canceled,Jul/01/2011,May/01/2013,nickelodeon,US,30,6.0000,3,"Comedy, Family, Teens",26
27593,Beautiful Minds,Returning Series,Apr/07/2010,,BBC FOUR,GB,60,0,0,Discovery/Science,6
27594,BBS: The Documentary,Canceled/Ended,May/21/2005,2008,,US,40,0,0,Discovery/Science,0
27613,Portugal Tem Talento,New Series,Jan/30/2011,,SIC,PT,90,0,0,"Family, Talent",1
27674,Survivor Africa,Canceled/Ended,Sep/03/2006,Nov/19/2006,M-Net,ZA,60,0,0,"Adventure, Family, Travel",0
27864,Beaver Falls,Ended,2011-07-27,,E4,GB,60,0,0,"Comedy, Drama",12
27931,India's Got More Talent,Returning Series,Jul/11/2009,,Colors,IN,60,10.0000,1,Family,1
27937,AMERICA In Primetime,Canceled/Ended,Oct/30/2011,Nov/20/2011,PBS,US,60,4.0000,2,"Family, Educational",4
28002,60 jaar Oranje op tv,Returning Series,Aug/09/2011,,NOS,NL,50,0,0,History,5
28009,Epic Win,New Series,Aug/20/2011,,BBC one,GB,45,0,0,Discovery/Science,6
28020,Thicker Than Water: The Marinos,Canceled/Ended,Aug/21/2011,Aug/21/2011,Bravo,US,60,0,0,"Family, Lifestyle",1
28035,El Factor Xs,Canceled/Ended,2006,2011,RCN Televisión,CO,60,0,0,"Family, Music, Talent",1
28087,Drake's Passage,New Series,Aug/15/2011,,FOX SPORTS 2,US,60,0,0,"Family, Sports, Travel, Automobiles/Vehicles",6
28143,Killer Instinct (2011),Canceled,Sep/17/2011,Dec/10/2011,cloo,US,60,6.5000,2,"Crime, Drama, Mystery, Action, History, Family, Educational",13
28177,Krabbé Staat Op Straat,New Series,Oct/25/2011,,RTL 4,NL,50,0,0,"Housing/Building, Design/Decorating",7
28188,World's Most Dangerous Roads,Running,2011-09-04,,U,GB,10,0,0,Travel,36
28193,PBS News,Running,1975-10-20,,PBS,US,60,0,0,"Interview, Current Events",2611
28195,Rocket City Rednecks,Returning Series,Sep/28/2011,,National Geographic Channel,US,30,0,0,"Family, Educational, Discovery/Science",36
28204,Inside Man (US),Returning Series,Jun/23/2013,,CNN,US,60,0,0,"Drama, Family, Educational",16
28211,Каменская,Canceled/Ended,1999,,Россия-1,RU,104,0,0,"Crime, Drama, Mystery",31
28217,Made In America (2011),New Series,Oct/04/2011,,travel CHANNEL,US,30,0,0,"Family, Educational, How To/Do It Yourself, Travel",13
28224,Canada Sings,Ended,2011-08-03,,Global,CA,60,0,0,Music,12
28228,Bridal Mile,New Series,2013,,TLC,US,30,0,0,"Romance/Dating, Family, Lifestyle",3
28230,Underbelly: Razor,New Series,Aug/21/2011,,Nine Network,AU,45,0,0,"Drama, History",0
28236,RTL Woonmagazine,New Series,Aug/27/2011,,RTL 4,NL,30,0,0,"How To/Do It Yourself, Housing/Building, Design/Decorating",8
28240,Best of British,New Series,Sep/14/2011,,Channel 4,GB,60,4.0000,2,"Family, Sports, Lifestyle, Fitness",4
28249,9/11 De dag die de wereld veranderde,New Series,Sep/05/2011,,VPRO,NL,60,0,0,Drama,3
28252,X-Cherso,Canceled/Ended,Sep/06/2011,,RTL 5,NL,50,0,0,"Comedy, Talent, Lifestyle",2
28258,Geen Probleem,Ended,Sep/08/2011,,VPRO,NL,35,0,0,"Comedy, Drama",6
28260,"Wandeling, De",Returning Series,2003,,KRO,NL,30,0,0,"Interview, Travel",14
28272,The Nerdist,Ended,2011-09-24,,BBC America,US,60,0,0,"Comedy, Family, Celebrities, Interview",18
28276,Физика или химия,Canceled/Ended,Aug/29/2011,Sep/29/2011,CTC,RU,48,0,0,"Soaps, Drama, Teens",20
28278,CIA Confidential,Canceled/Ended,Aug/30/2011,Sep/03/2011,National Geographic Channel,US,60,0,0,"Crime, History, Politics, Current Events, Educational",4
28282,Outback Wrangler,Ended,2011-10-05,,National Geographic WILD,US,30,0,0,Nature,28
28284,Gabriel Iglesias Presents Stand Up Revolution,Ended,2011-10-06,,Comedy Central,US,30,0,0,Comedy,19
28291,Africa's Deadliest,Ended,2011-10-25,,National Geographic Wild,US,60,0,0,Nature,32
28298,The Game of Life (2011),New Series,Sep/03/2011,,Discovery Family,US,30,0,0,"Comedy, Action, Family",32
28301,SEC Storied,Running,2011-09-07,,ESPN,US,60,0,0,"History, Sports",102
28309,Philly 4th of July Jam,Returning Series,Jul/04/2013,,VH1,US,180,0,0,,2
28314,Exotische Liefde,Returning Series,Aug/31/2011,,VT4,BE,50,0,0,Romance/Dating,18
28320,Slide,Canceled/Ended,Aug/16/2011,,FOX8,AU,42,4.0000,2,"Drama, Teens",10
28326,Big Easy Justice,Canceled/Ended,Apr/10/2012,Aug/14/2012,SPIKE,US,30,0,0,"Crime, Drama, Family, Talent",10
28333,Kitchen Crash,To Be Determined,2021-01-06,,Food Network,US,60,0,0,Food,131
28342,Regimental Stories,New Series,Sep/20/2011,,BBC FOUR,GB,30,0,0,"Military/War, Lifestyle",5
28343,Junior MasterChef (NL),New Series,Nov/28/2011,,Net 5,NL,50,0,0,"Family, Children, Cooking/Food",10
28344,Fresh Meat,Ended,2011-09-21,,Channel 4,GB,50,10.0000,1,"Comedy, Drama",32
28349,Mixed Britannia,Canceled/Ended,Oct/06/2011,Oct/20/2011,BBC TWO,GB,60,0,0,Lifestyle,3
