id,name,status,start_date,end_date,network,country,runtime,rating,rating_count,genres,total_episodes
8817,A Roof Over My Head,Canceled/Ended,Apr/1977,Sep/1977,BBC one,GB,30,0.0,0,Comedy,8
8818,Room At The Bottom (1986),Canceled/Ended,Nov/1986,Jun/1988,itv,GB,30,0.0,0,Comedy,13
8819,Root Into Europe,Ended,1992-05-17,,ITV,GB,60,0.0,0,"Comedy, Drama",5
8820,Roots (UK),Canceled/Ended,Sep/1981,Nov/1981,itv,GB,30,0.0,0,Comedy,0
8821,Round And Round,Canceled/Ended,Jun/1984,Jul/1984,BBC TWO,GB,30,0.0,0,Comedy,6
8822,Roy's Raiders,Canceled/Ended,Jul/20/1991,Aug/1991,BBC one,GB,30,0.0,0,Comedy,0
8823,Rude Health,Canceled/Ended,Mar/1987,Feb/1988,Channel 4,GB,30,0.0,0,Comedy,14
8824,Rule Britannia!,Canceled/Ended,Oct/1975,Nov/1975,itv,GB,30,0.0,0,Comedy,0
8825,Running Wild (1987),Canceled/Ended,Mar/1987,Jun/1989,itv,GB,30,0.0,0,Comedy,13
8826,Rutland Weekend Television,Canceled/Ended,May/1975,Dec/1976,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",13
8827,Stairway to Heaven,Canceled/Ended,Dec/03/2003,Feb/2004,SBS,KR,60,0.0,0,Drama,20
8828,The Aphrodite Inheritance,Canceled/Ended,Jan/03/1979,Feb/1979,BBC one,GB,50,0.0,0,Family,8
8829,Appointment with Adventure,Canceled/Ended,Apr/03/1955,Apr/01/1956,CBS,US,30,0.0,0,Anthology,53
8830,Aspel & Company,Canceled/Ended,Jun/09/1984,Jun/1993,itv,GB,60,0.0,0,Family,115
8831,The Asphalt Jungle,Canceled/Ended,Apr/02/1961,Sep/24/1961,ABC,US,60,0.0,0,"Crime, Drama",13
8832,Assaulted Nuts,Canceled/Ended,Jan/1985,Apr/1985,Channel 4,GB,30,0.0,0,Comedy,7
8833,Assignment Foreign Legion,Canceled/Ended,Sep/21/1956,Mar/15/1957,itv,GB,30,0.0,0,"Action, Adventure",26
8834,Assignment Underwater,Canceled/Ended,1960,1961,Syndicated,US,30,0.0,0,"Action, Adventure",38
8835,At Home with the Eubanks,Ended,2003-09-02,,Channel 5,GB,30,0.0,0,"Comedy, Family",10
8836,Motormouse and Autocat,Canceled/Ended,Sep/12/1970,Sep/04/1971,ABC,US,30,0.0,0,Children Cartoons,16
8837,Baby Makes Five,Canceled/Ended,Apr/01/1983,Apr/29/1983,ABC,US,30,0.0,0,Comedy,5
8838,Bandstand,Canceled/Ended,Jan/1958,Mar/1972,ABC,AU,55,0.0,0,Family,0
8839,Bank on the Stars,Canceled/Ended,Jun/1953,Jun/1954,CBS,US,30,0.0,0,Family,0
8840,Banyon,Canceled/Ended,Sep/15/1972,Jan/12/1973,NBC,US,60,0.0,0,"Drama, Mystery",15
8841,Barney Boomer,Canceled/Ended,Sep/12/1967,Sep/24/1968,CBC,CA,30,0.0,0,"Comedy, Children",0
8842,Lil' Kim: Countdown to Lockdown,Canceled/Ended,Mar/09/2006,Apr/20/2006,BET,US,30,0.0,0,Music,6
8843,We'll Think of Something,Canceled/Ended,Sep/01/1986,Oct/13/1986,itv,GB,30,0.0,0,Comedy,6
8844,Marc,Canceled/Ended,Aug/24/1977,Sep/28/1977,itv,GB,30,0.0,0,Music,0
8845,Well Anyway,Canceled/Ended,Sep/1976,Nov/1976,BBC TWO,GB,30,0.0,0,Comedy,7
8846,West End Tales,Canceled/Ended,Feb/1981,Apr/1981,itv,GB,30,0.0,0,Comedy,7
8847,What You Lookin' At?,Canceled/Ended,Jul/1993,Aug/1993,itv,GB,30,0.0,0,Comedy,7
8848,Winning Widows,Canceled/Ended,Sep/1961,Nov/1962,itv,GB,30,0.0,0,Comedy,13
8849,Wood and Walters,Canceled/Ended,Jan/1981,Feb/1982,itv,GB,30,0.0,0,Comedy,0
8850,Wyatt's Watchdogs,Canceled/Ended,Oct/1988,Nov/1988,BBC one,GB,30,0.0,0,Comedy,6
8851,Valentine Park,Canceled/Ended,Jun/19/1987,Aug/1988,itv,GB,30,0.0,0,Comedy,12
8852,Very Big Very Soon,Canceled/Ended,Jul/1991,Aug/1991,itv,GB,30,0.0,0,Comedy,6
8853,The Very Merry Widow,Canceled/Ended,Nov/1967,Jul/1969,BBC one,GB,30,0.0,0,Comedy,19
8854,The Vital Spark,Canceled/Ended,Aug/1965,Oct/1974,BBC one,GB,30,0.0,0,Comedy,19
8855,The Whitehall Worrier,Canceled/Ended,Jul/1966,Feb/1967,BBC one,GB,30,0.0,0,Comedy,7
8856,The Worker,Canceled/Ended,Feb/1965,Dec/1978,itv,GB,35,0.0,0,Comedy,33
8857,"Wild, Wild Women",Canceled/Ended,May/1968,Feb/1969,BBC one,GB,30,0.0,0,Comedy,7
8858,Wilderness Road,Canceled/Ended,Jul/21/1986,Aug/25/1986,BBC one,GB,30,0.0,0,Comedy,6
8859,Wink To Me Only,Canceled/Ended,May/1968,Jul/1969,BBC one,GB,30,0.0,0,Comedy,1
8860,Grand Ole Opry,On Hiatus,Apr/20/1985,,GREAT AMERICAN COUNTRY,US,60,0.0,0,Music,0
8861,Playboy's Penthouse,Canceled/Ended,Oct/1959,1960,Syndicated,US,60,0.0,0,Music,1
8862,Up The Garden Path,Canceled/Ended,May/02/1990,Jul/01/1993,itv,GB,30,0.0,0,Comedy,18
8863,Up The Workers,Canceled/Ended,Sep/1973,Apr/1976,itv,GB,30,0.0,0,Comedy,0
8864,The Upchat Connection,Canceled/Ended,Oct/1978,Dec/1978,itv,GB,30,0.0,0,Comedy,7
8865,The Upchat Line,Canceled/Ended,Sep/1977,Nov/1977,itv,GB,30,0.0,0,Comedy,7
8866,The Upper Crusts,Canceled/Ended,Feb/1973,Apr/1973,itv,GB,30,0.0,0,Comedy,6
8867,Victoria Wood - As Seen On TV,Canceled/Ended,Jan/1985,Dec/1987,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",12
8868,Whack-O!,Canceled/Ended,Oct/1956,Feb/1972,BBC one,GB,30,0.0,0,Comedy,0
8869,Scott Free,Canceled/Ended,Jul/1957,Aug/1957,BBC one,GB,30,0.0,0,Comedy,0
8870,See You Friday,Canceled/Ended,May/1997,Jun/1997,itv,GB,30,0.0,0,Comedy,6
8871,Selwyn,Canceled/Ended,Sep/1978,Oct/1978,itv,GB,30,0.0,0,Comedy,7
8872,7 Of One,Canceled/Ended,Mar/1973,May/1973,BBC TWO,GB,30,0.0,0,Comedy,7
8873,Sez Les,Canceled/Ended,Apr/1969,Dec/1976,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",5
8874,Sharon And Elsie,Canceled/Ended,Jan/27/1984,Jul/26/1985,BBC one,GB,30,0.0,0,Comedy,12
8875,Shine A Light,Canceled/Ended,Apr/1970,May/1970,itv,GB,30,0.0,0,Comedy,6
8876,A Show Called Fred,Canceled/Ended,May/02/1956,May/30/1956,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",5
8877,Singles,Canceled/Ended,Jan/27/1988,Aug/21/1991,itv,GB,30,0.0,0,Comedy,21
8878,Return to Lonesome Dove,Ended,1993-11-14,,CBS,US,90,0.0,0,"Drama, Western",4
8879,Sir Yellow,Canceled/Ended,Jul/15/1973,Aug/19/1973,itv,GB,30,0.0,0,Comedy,0
8880,The Sky Larks,Canceled/Ended,Jul/1958,Oct/1958,BBC one,GB,30,0.0,0,Comedy,16
8881,"Slap! - Love, Lies And Lipstick",Canceled/Ended,Mar/1998,Apr/1998,Channel 4,GB,30,0.0,0,Comedy,0
8882,A Small Problem,Canceled/Ended,Jan/1987,Mar/1987,BBC TWO,GB,30,0.0,0,Comedy,6
8883,A Soft Touch,Canceled/Ended,Jul/1978,Sep/1978,itv,GB,30,0.0,0,Comedy,5
8884,Something In The City,Canceled/Ended,Jul/1959,Aug/1959,itv,GB,30,0.0,0,Comedy,0
8885,"Sometime, Never",Canceled/Ended,Jul/1995,Dec/1996,itv,GB,30,0.0,0,Comedy,0
8886,Son Of Fred,Canceled/Ended,Sep/1956,Nov/1956,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",8
8887,Son Of The Bride,Canceled/Ended,Jun/1973,Jul/1973,BBC one,GB,30,0.0,0,Comedy,0
8888,Sorry I'm Single,Canceled/Ended,Aug/1967,Sep/1967,BBC one,GB,30,0.0,0,Comedy,8
8889,"Sorry, I'm A Stranger Here Myself",Canceled/Ended,Jun/15/1981,May/18/1982,itv,GB,30,0.0,0,Comedy,13
8890,Sounding Brass,Canceled/Ended,Jul/1980,Aug/1980,itv,GB,30,0.0,0,Comedy,0
8891,South Of The Border,Canceled/Ended,Aug/1985,Oct/1985,itv,GB,30,0.0,0,Comedy,0
8892,Spooner's Patch,Canceled/Ended,Jul/1979,Aug/1982,itv,GB,30,0.0,0,Comedy,19
8893,Square Deal,Canceled/Ended,Sep/1988,Oct/1989,itv,GB,30,0.0,0,Comedy,14
8894,The Squirrels,Canceled/Ended,Jul/18/1975,Feb/10/1977,itv,GB,30,0.0,0,Comedy,27
8895,Struggle,Canceled/Ended,Nov/1983,Jan/1984,Channel 4,GB,35,0.0,0,Comedy,0
8896,Tales From The Lazy Acre,Canceled/Ended,Apr/1972,May/1972,BBC one,GB,30,0.0,0,Comedy,0
8897,Tell It To The Marines,Canceled/Ended,Sep/23/1959,Apr/13/1960,itv,GB,30,0.0,0,Comedy,30
8898,That's Your Funeral,Canceled/Ended,Jan/22/1971,Feb/26/1971,BBC one,GB,30,0.0,0,Comedy,7
8899,There's A Lot Of It About,Canceled/Ended,Sep/20/1982,Oct/25/1982,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",6
8900,They Came From Somewhere Else,Canceled/Ended,Jul/14/1984,Aug/18/1984,Channel 4,GB,30,0.0,0,Comedy,0
8901,Three Rousing Tinkles,Canceled/Ended,May/1966,Jan/1967,BBC TWO,GB,30,0.0,0,Comedy,0
8902,Thundercloud,Canceled/Ended,May/1979,Dec/1979,itv,GB,30,0.0,0,Comedy,13
8903,The Tony Hancock Show,Canceled/Ended,Apr/1956,Jan/1957,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",12
8904,Troubles And Strife,Canceled/Ended,Nov/11/1985,Aug/14/1986,itv,GB,30,0.0,0,Comedy,2
8905,Turn Out the Lights,Canceled/Ended,Jan/06/1967,Feb/10/1967,itv,GB,55,0.0,0,Comedy,6
8906,"Two Up, Two Down",Canceled/Ended,May/1979,Jun/1979,BBC one,GB,30,10.0,1,Comedy,6
8907,Tygo Road,Canceled/Ended,May/1989,Jun/1990,BBC TWO,GB,30,0.0,0,Comedy,0
8908,And So To Ted,Canceled/Ended,Apr/1965,May/1965,BBC one,GB,30,0.0,0,Comedy,0
8909,The Perry Como Show,Ended,1948-12-24,,NBC,US,60,0.0,0,Music,21
8910,According To Dora,Canceled/Ended,Jul/1968,Jun/1969,BBC one,GB,25,0.0,0,"Comedy, Sketch/Improv",14
8911,Rockman EXE Beast Plus,Canceled/Ended,Apr/08/2006,Aug/26/2006,TV Tokyo,JP,15,0.0,0,"Action, Sci-Fi, Adventure, Fantasy, Anime",21
8912,Abracadigance,Canceled/Ended,Aug/1988,Apr/1990,itv,GB,60,0.0,0,"Comedy, Music, Sketch/Improv",4
8913,I Want That!,Canceled/Ended,Apr/03/2005,Aug/16/2006,HGTV,US,30,0.0,0,"Tech/Gaming, Buy, Sell & Trade",33
8914,Adam's Family Tree,Canceled/Ended,Jan/1997,Feb/1999,itv,GB,25,0.0,0,"Comedy, Children, Fantasy",0
8915,After Hours (UK),Canceled/Ended,Oct/1958,Dec/1959,itv,GB,25,10.0,1,"Comedy, Sketch/Improv",28
8916,"After That, This",Canceled/Ended,Jan/1975,Feb/1975,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",6
8917,Agent Z and the Penguin From Mars,Canceled/Ended,Jan/1996,Feb/1996,BBC one,GB,30,0.0,0,"Comedy, Children",0
8918,Al Read Says What A Life!,Canceled/Ended,Apr/1966,May/1966,BBC one,GB,30,0.0,0,Comedy,6
8919,Alan Young,Canceled/Ended,Aug/1958,Nov/1958,itv,GB,60,0.0,0,Comedy,0
8920,Alexei Sayle's Merry-Go-Round,Canceled/Ended,May/08/1998,Jun/12/1998,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",6
8921,Alfred Marks Time,Canceled/Ended,Feb/16/1956,May/1961,itv,GB,60,0.0,0,"Comedy, Sketch/Improv",1
8922,Alistair McGowan's Big Impression,Canceled/Ended,Sep/1999,Dec/2002,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",19
8923,All Change,Canceled/Ended,Nov/1989,Mar/1991,itv,GB,30,0.0,0,"Comedy, Children",0
8924,All Square,Canceled/Ended,Oct/1966,May/1967,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",14
8925,An Audience with...,Running,1978-01-08,,ITV1,GB,10,0.0,0,Comedy,122
8926,And Now The Good News,Canceled/Ended,Oct/1978,Dec/1978,BBC TWO,GB,25,0.0,0,"Comedy, Sketch/Improv",9
8927,And So To Bentley,Canceled/Ended,Oct/1954,Dec/1954,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",6
8928,And There's More,Canceled/Ended,Jun/1985,Jul/1988,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",25
8929,Ant And Dec Unzipped,Canceled/Ended,Feb/1997,Apr/1997,Channel 4,GB,30,0.0,0,"Comedy, Children, Sketch/Improv",10
8930,Anyone for Pennis?,Canceled/Ended,Sep/1995,Jun/1997,BBC TWO,GB,30,0.0,0,Comedy,4
8931,Are Husbands Really Necessary?,Canceled/Ended,Sep/1955,Nov/1955,itv,GB,5,0.0,0,Comedy,0
8932,Armstrong and Miller,Canceled/Ended,Feb/1997,Feb/2001,Channel 4,GB,25,0.0,0,"Comedy, Sketch/Improv",0
8933,Arthur And Phil Go Off...,Canceled/Ended,Dec/1985,Aug/1987,Channel 4,GB,45,0.0,0,Comedy,0
8934,As Good Cooks Go,Canceled/Ended,May/1969,Feb/1970,BBC one,GB,30,0.0,0,Comedy,5
8935,Ask Mr Pastry,Canceled/Ended,Mar/25/1961,May/13/1961,BBC one,GB,25,0.0,0,"Comedy, Children",8
8936,At Last...It's Mike Elliott,Canceled/Ended,Jun/1983,Jul/1983,Channel 4,GB,30,0.0,0,Comedy,6
8937,At The Eleventh Hour,Canceled/Ended,Dec/1967,Mar/1968,BBC one,GB,35,0.0,0,"Comedy, Sketch/Improv",10
8938,"At Your Service, Ltd",Canceled/Ended,Sep/1951,Nov/1951,BBC one,GB,30,0.0,0,"Comedy, Children",0
8939,The Adam And Joe Show,Canceled/Ended,Dec/1996,May/2001,Channel 4,GB,30,0.0,0,"Comedy, Sketch/Improv",22
8940,The Adventures Of Aggie,Canceled/Ended,Sep/17/1956,Mar/18/1957,itv,GB,30,0.0,0,Comedy,0
8941,The Adventures Of Brigadier Wellington-Bull,Canceled/Ended,Jun/1959,Jul/1959,BBC one,GB,30,0.0,0,Comedy,5
8942,The Adventures Of Charlie Quick,Canceled/Ended,Nov/1957,Dec/1957,BBC one,GB,10,0.0,0,"Comedy, Children",6
8943,The All New Alexei Sayle Show,Canceled/Ended,Jan/06/1994,Jul/28/1995,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",12
8944,The All New Harry Hill Show,Canceled/Ended,Feb/2003,Mar/2003,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
8945,The Allan Stewart Tapes,Canceled/Ended,Apr/1980,May/1980,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",5
8946,The Almost Complete History of the 20th Century,Canceled/Ended,Oct/1993,Dec/1993,Channel 4,GB,15,0.0,0,Comedy,11
8947,The Anthony Newley Show,Canceled/Ended,Jan/1960,Mar/1961,itv,GB,55,0.0,0,"Comedy, Sketch/Improv",3
8948,Bad Boyes,Canceled/Ended,Sep/1987,Dec/1988,BBC one,GB,25,0.0,0,"Comedy, Children",16
8949,Baker's Half-Dozen,Canceled/Ended,Sep/22/1967,Oct/25/1967,itv,GB,30,0.0,0,Comedy,0
8950,Barmy Aunt Boomerang,Canceled/Ended,Sep/1999,Dec/2000,BBC one,GB,15,9.0,1,"Comedy, Children",30
8951,Barry Humphries' Scandals,Canceled/Ended,Jul/1969,Feb/1970,BBC TWO,GB,30,0.0,0,Comedy,0
8952,Bath-Night With Braden,Canceled/Ended,Jun/1955,Jul/1955,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
8953,Battle Of The Sexes,Canceled/Ended,Mar/1976,Apr/1976,BBC TWO,GB,30,0.0,0,"Comedy, Music",0
8954,Baxter On...,Canceled/Ended,Apr/1964,Jun/1964,BBC one,GB,25,0.0,0,"Comedy, Sketch/Improv",0
8955,Be Soon,Canceled/Ended,Oct/1957,Jan/1958,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
8956,Before The Fringe,Canceled/Ended,Jan/1967,Oct/1967,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",14
8957,Before Your Very Eyes,Canceled/Ended,Feb/1956,Apr/1958,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
8958,Behind The Bike Sheds,Canceled/Ended,Oct/1983,Mar/1985,itv,GB,25,0.0,0,"Comedy, Children, Sketch/Improv",17
8959,Ben Elton - The Man From Auntie,Canceled/Ended,Feb/1990,Mar/1994,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",12
8960,Ben Travers Farces,Canceled/Ended,Sep/1970,Oct/1970,BBC one,GB,60,0.0,0,Comedy,0
8961,Beneath The News,Canceled/Ended,Aug/1975,Aug/1975,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
8962,Bernie,Canceled/Ended,Oct/23/1978,Feb/14/1980,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",13
8963,Beryl Reid Says Good Evening,Canceled/Ended,Mar/1968,Apr/1968,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",2
8964,Beside The Seaside,Canceled/Ended,Jun/1957,Sep/1957,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
8965,Beyond A Joke,Canceled/Ended,Apr/1972,May/1972,BBC TWO,GB,30,0.0,0,Comedy,6
8966,Beyond Belief,Canceled/Ended,Apr/1970,Oct/1970,itv,GB,20,0.0,0,Comedy,0
8967,Billy Bunter Of Greyfriars School,Canceled/Ended,Feb/19/1952,Jul/22/1961,BBC one,GB,30,0.0,0,"Comedy, Children",13
8968,"Billy Dainty, Esq.",Canceled/Ended,Sep/1975,Jun/1976,itv,GB,45,0.0,0,Comedy,0
8969,Black And Blue,Canceled/Ended,Aug/1973,Sep/1973,BBC TWO,GB,55,0.0,0,"Comedy, Drama",6
8970,Blouse And Skirt,Canceled/Ended,Feb/2000,Mar/2000,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",0
8971,Bob Monkhouse On The Spot,Canceled/Ended,Jul/1995,Jul/1996,BBC one,GB,30,0.0,0,Comedy,12
8972,Bobby Davro On The Box,Canceled/Ended,May/1985,Apr/1986,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",6
8973,Bobby Davro's TV Weekly,Canceled/Ended,Feb/1987,Apr/1988,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",14
8974,Bobby Davro: Rock With Laughter,Canceled/Ended,Jul/1993,Aug/1993,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",6
8975,Bonehead,Canceled/Ended,Oct/1960,Aug/1962,BBC one,GB,25,0.0,0,"Comedy, Children",0
8976,Bonkers!,Canceled/Ended,Jul/1979,Aug/1979,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
8977,Bonny!,Canceled/Ended,Mar/1974,Sep/1974,BBC one,GB,30,0.0,0,"Comedy, Children",10
8978,Bootle Saddles,Canceled/Ended,Sep/10/1984,Oct/15/1984,BBC TWO,GB,30,0.0,0,Comedy,0
8979,Born And Bred (1978),Canceled/Ended,Sep/1978,Oct/1980,itv,GB,60,0.0,0,Comedy,12
8980,Boyce Goes West,Canceled/Ended,Jun/1984,Jul/1984,BBC one,GB,30,0.0,0,Comedy,0
8981,Boyz Unlimited,Canceled/Ended,Feb/1999,Mar/1999,Channel 4,GB,30,0.0,0,Comedy,0
8982,Victory At Sea,Canceled/Ended,Oct/26/1952,Apr/26/1953,NBC,US,30,0.0,0,"History, Military/War",26
8983,Bradley,Canceled/Ended,Mar/1989,Apr/1989,itv,GB,30,0.0,0,"Comedy, Children",0
8984,This Way Up,Ended,2019-08-08,,Channel 4,GB,25,10.0,2,"Comedy, Drama",13
8985,Bright's Boffins,Canceled/Ended,Aug/1970,Mar/1972,itv,GB,30,0.0,0,"Comedy, Children",39
8986,Bruiser,Ended,2000-02-28,,BBC Two,GB,30,0.0,0,Comedy,6
8987,Hellsing,Ended,2001-10-10,,Fuji TV,AJ,30,9.5,2,"Anime, Horror, Supernatural",13
8988,Bud,Canceled/Ended,Jul/1963,Aug/1963,itv,GB,30,0.0,0,Comedy,0
8989,"But Seriously, It's Sheila Hancock",Canceled/Ended,Dec/1972,Jan/1973,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",0
8990,"If You Lived Here, You'd Be Home By Now",Pilot Rejected,2007,,FOX,US,30,0.0,0,Comedy,0
8992,The Bagthorpe Saga,Canceled/Ended,Mar/1981,Apr/1981,BBC one,GB,30,0.0,0,"Comedy, Children",0
8993,The Ben Elton Show,Canceled/Ended,Apr/1998,Jun/1998,BBC one,GB,30,0.0,0,Comedy,8
8994,The Bernard Bresslaw Show,Canceled/Ended,Aug/1958,Jul/1959,itv,GB,60,0.0,0,"Comedy, Sketch/Improv",4
8995,The Betty Driver Show,Canceled/Ended,May/01/1952,Jul/10/1952,BBC one,GB,30,0.0,0,Comedy,6
8996,Pink Collar,Pilot Rejected,2007,,ABC,US,30,0.0,0,Comedy,0
8997,Angriest Man in Suburbia,Pilot Rejected,2007,,CBS,US,30,0.0,0,,0
8998,You've Reached the Elliotts,Pilot Rejected,2007,,CBS,US,30,0.0,0,Comedy,0
8999,Twenty Good Years (US),Canceled/Ended,Oct/11/2006,Nov/01/2006,NBC,US,30,0.0,0,Comedy,4
9000,The Bob Monkhouse Hour,Canceled/Ended,Oct/18/1958,Jul/1963,itv,GB,60,0.0,0,"Comedy, Sketch/Improv",6
9001,The Bob Monkhouse Show,Canceled/Ended,Oct/1983,Jun/1986,BBC TWO,GB,55,0.0,0,Comedy,30
9002,The Boot Street Band,Canceled/Ended,Nov/1993,Dec/1994,BBC one,GB,25,0.0,0,"Comedy, Children",12
9003,The Brian Conley Show,Canceled/Ended,Feb/1992,Jul/1995,itv,GB,45,0.0,0,"Comedy, Sketch/Improv",27
9004,The Bronx Bunny Show,Canceled/Ended,Nov/24/2003,Jun/20/2007,starz,GB,30,4.0,2,"Comedy, Puppets",20
9005,The Bruce Forsyth Show,Canceled/Ended,Mar/1959,Dec/1989,itv,GB,60,0.0,0,"Comedy, Sketch/Improv",31
9006,The Bubblegum Brigade,Canceled/Ended,May/1989,Jun/1989,itv,GB,30,0.0,0,"Comedy, Children",0
9007,The Bumblies,Canceled/Ended,Feb/1954,Dec/1954,BBC one,GB,10,0.0,0,"Comedy, Children, Sketch/Improv",0
9008,Cabaret (UK),Canceled/Ended,Jan/1985,Feb/1985,BBC TWO,GB,45,0.0,0,Comedy,0
9009,Cabaret At The Jongleurs,Canceled/Ended,Feb/1988,Apr/1988,BBC TWO,GB,30,0.0,0,Comedy,7
9010,Cabbages And Kings,Canceled/Ended,Jun/30/1972,May/17/1974,BBC one,GB,25,0.0,0,"Comedy, Children, Sketch/Improv",8
9011,Call It What You Like,Canceled/Ended,May/1965,Jun/1965,BBC TWO,GB,25,0.0,0,"Comedy, Sketch/Improv",6
9012,Call Me Sam,Canceled/Ended,Aug/1959,Sep/1959,BBC one,GB,30,0.0,0,Comedy,6
9013,"Andy Barker, P.I.",Ended,2007-03-15,,NBC,US,30,8.0,2,Comedy,6
9014,Community Service,Pilot Rejected,2007,,NBC,US,30,0.0,0,,0
9015,"He Said, She Said",Pilot Rejected,2007,,CW,US,30,0.0,0,Comedy,0
9016,Cannon And Ball,Canceled/Ended,Jul/28/1979,Jul/02/1988,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",55
9017,Capstick Capers,Canceled/Ended,Apr/15/1983,Jun/03/1983,Channel 4,GB,30,0.0,0,"Comedy, Sketch/Improv",8
9018,Captain Moonlight - Man Of Mystery,Canceled/Ended,Mar/1958,Apr/1958,BBC one,GB,30,0.0,0,"Comedy, Children",0
9020,Carrott's Lib,Canceled/Ended,Oct/1982,Dec/1983,BBC one,GB,45,0.0,0,"Comedy, Sketch/Improv",14
9021,Carry On Christmas,Canceled/Ended,Dec/1969,Dec/1973,itv,GB,60,0.0,0,Comedy,0
9022,Casanova '73,Canceled/Ended,Sep/1973,Oct/1973,BBC one,GB,30,0.0,0,Comedy,7
9023,Casting Off,Canceled/Ended,Oct/1988,Oct/1988,itv,GB,30,0.0,0,Comedy,4
9024,Caught Napping,Canceled/Ended,Oct/1951,Dec/1951,BBC one,GB,15,0.0,0,"Comedy, Children",0
9025,Caxton's Tales,Canceled/Ended,Feb/21/1958,Mar/18/1958,BBC one,GB,30,0.0,0,Comedy,4
9026,Charge!,Canceled/Ended,Feb/1969,Mar/1969,BBC one,GB,30,0.0,0,Comedy,5
9027,Charley's Grants,Canceled/Ended,Mar/1970,Apr/1970,BBC TWO,GB,30,0.0,0,Comedy,0
9028,Charlie Chester On Laughter Service,Canceled/Ended,Jul/1961,Sep/1961,BBC one,GB,45,0.0,0,Comedy,13
9029,Charlie Drake And Jack Edwardes,Canceled/Ended,Oct/1954,Jun/1955,BBC one,GB,10,0.0,0,"Comedy, Children, Sketch/Improv",16
9030,Charlie Drake In...,Canceled/Ended,Nov/1958,Aug/1960,BBC one,GB,30,0.0,0,Comedy,21
9031,Charters And Caldicott,Canceled/Ended,Jan/10/1985,Feb/14/1985,BBC one,GB,50,0.0,0,"Comedy, Drama",1
9032,California Fever,Canceled/Ended,Sep/25/1979,Dec/11/1979,CBS,US,60,7.0,1,Adventure,9
9033,Call My Bluff (US),Canceled/Ended,Mar/29/1965,Jun/24/1965,NBC,US,30,0.0,0,Family,0
9034,Calucci's Department,Canceled/Ended,Sep/14/1973,Dec/28/1973,CBS,US,30,0.0,0,Comedy,12
9035,Calvin and the Colonel,Canceled/Ended,Oct/03/1961,Sep/22/1962,ABC,US,30,0.0,0,"Comedy, Animation General",25
9036,Camera Three,Canceled/Ended,Jan/22/1956,Jul/01/1980,PBS,US,30,0.0,0,Interview,0
9037,Camp Jim,Canceled/Ended,Oct/13/2003,Dec/12/2003,MTV,US,30,0.0,0,"Sports, Talent",0
9038,Can Do,Canceled/Ended,Nov/26/1956,Dec/31/1956,NBC,US,30,0.0,0,Family,0
9039,Can You Top This,Canceled/Ended,Oct/03/1950,Mar/13/1951,ABC,US,30,0.0,0,Family,0
9040,Candy Candy,Canceled/Ended,Oct/1976,Mar/1979,TV Tokyo,JP,25,0.0,0,"Comedy, Anime",115
9041,Capital City,Canceled/Ended,Sep/26/1989,Dec/20/1990,itv,GB,60,0.0,0,Drama,23
9042,Captain Billy's Mississippi Music Hall,Canceled/Ended,Oct/01/1948,Nov/26/1948,CBS,US,30,0.0,0,Family,9
9043,Carla,Canceled/Ended,Sep/2003,Sep/2003,itv,GB,120,0.0,0,Drama,0
9044,The Carol Burnett Show (1991),Canceled/Ended,Nov/01/1991,Dec/27/1991,CBS,US,60,0.0,0,Comedy,9
9045,Carson's Cellar,Canceled/Ended,1951,1953,KNXT,US,30,0.0,0,Family,0
