id,name,status,start_date,end_date,network,country,runtime,rating,rating_count,genres,total_episodes
9046,Carol Vorderman's Better Homes,Canceled/Ended,Jan/1999,2002,itv,GB,30,0.0,0,Family,0
9047,Chopsticks,Canceled/Ended,Feb/1980,Mar/1980,BBC TWO,GB,25,0.0,0,"Comedy, Children, Sketch/Improv",6
9048,Cilla's Comedy Six,Canceled/Ended,Jan/1975,Feb/1975,itv,GB,30,0.0,0,Comedy,6
9049,Cilla's World Of Comedy,Canceled/Ended,Aug/1976,Oct/1976,itv,GB,30,0.0,0,Comedy,6
9050,Clock On,Canceled/Ended,Nov/1982,Nov/1982,BBC one,GB,20,0.0,0,"Comedy, Children, Sketch/Improv",0
9051,Club Class,Canceled/Ended,Apr/1997,Jun/1997,Channel 5,GB,30,0.0,0,"Comedy, Sketch/Improv",13
9052,Club Night,Canceled/Ended,Jul/1957,Nov/1957,BBC one,GB,30,0.0,0,Comedy,0
9053,Comedy Bandbox,Canceled/Ended,Dec/1962,Mar/1966,itv,GB,55,0.0,0,"Comedy, Sketch/Improv",0
9054,Comedy Club (UK),Canceled/Ended,Feb/1994,Apr/1994,itv,GB,30,0.0,0,Comedy,10
9055,Comedy Nation,Canceled/Ended,Jan/1998,Jan/1999,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",14
9056,Comedy Tonight,Canceled/Ended,Jul/05/1970,Aug/23/1970,CBS,US,60,0.0,0,Comedy,8
9057,Comedy Wavelength,Canceled/Ended,Feb/1987,Apr/1987,Channel 4,GB,25,0.0,0,Comedy,0
9058,Comin' Atcha / In The House With Cleopatra,Canceled/Ended,Feb/1999,Feb/2000,itv,GB,25,0.0,0,"Comedy, Children",0
9059,Cone Zone,Canceled/Ended,Mar/1995,Apr/1997,itv,GB,30,0.0,0,"Comedy, Children",0
9060,Confidentially,Canceled/Ended,Sep/1955,Jan/1956,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9061,Cool Head,Canceled/Ended,Feb/1991,Mar/1991,itv,GB,30,0.0,0,Comedy,6
9062,Cool It,Canceled/Ended,Aug/1985,Oct/1988,BBC TWO,GB,30,0.0,0,Comedy,14
9063,Cooper (UK),Canceled/Ended,Oct/1975,Nov/1975,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",6
9064,Cooper (or Life With Tommy),Canceled/Ended,Mar/1957,Jun/1957,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",12
9065,Cooper - Just Like That,Canceled/Ended,Sep/1978,Oct/1978,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",6
9066,Cooper's Capers,Canceled/Ended,Oct/1958,Dec/1958,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",6
9067,Cooper's Half Hour,Canceled/Ended,Sep/1980,Oct/1980,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",6
9068,Cooperama,Canceled/Ended,Jun/1966,Aug/1966,itv,GB,35,0.0,0,"Comedy, Sketch/Improv",7
9069,Late Lunch,Canceled/Ended,1998,1999,Channel 4,GB,55,0.0,0,,0
9070,The Camomile Lawn,Canceled/Ended,1992,1992,Channel 4,GB,60,0.0,0,"Drama, Action, Family",5
9071,Melissa (1997),Canceled/Ended,1997,1997,Channel 4,GB,55,0.0,0,"Drama, Adventure",0
9072,Just So Stories,Canceled/Ended,Apr/03/1979,Apr/1979,itv,GB,10,0.0,0,"Drama, Mystery, Action, Adventure, Animation General, Children",0
9073,A Good Murder,Canceled/Ended,Mar/2006,Mar/2006,itv,GB,90,6.0,2,Mystery,2
9074,Coping With...,Canceled/Ended,Sep/1994,Jan/1998,Channel 4,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9075,Boy Meets Girls,Canceled/Ended,Sep/1959,1959,itv,GB,30,0.0,0,Music,0
9076,Coppers And Co!,Canceled/Ended,May/1988,Jun/1988,BBC one,GB,25,0.0,0,"Comedy, Children",9
9077,Copy Cats,Canceled/Ended,Nov/1985,Dec/1987,itv,GB,30,0.0,0,Comedy,20
9078,Craig Goes Mad In Melbourne,Canceled/Ended,Jun/1988,Jun/1988,Channel 4,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9079,Cribbins,Canceled/Ended,Nov/1969,Dec/1970,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9080,Crowther's In Town,Canceled/Ended,Sep/1970,Oct/1970,itv,GB,45,0.0,0,Comedy,0
9081,Cue Gary!,Canceled/Ended,Jul/1987,Aug/1988,itv,GB,45,0.0,0,"Comedy, Sketch/Improv",12
9082,The Charlie Chester Show,Canceled/Ended,Jan/1949,Jun/1960,BBC one,GB,60,0.0,0,"Comedy, Sketch/Improv",42
9083,The Charlie Drake Show,Canceled/Ended,Nov/1960,Oct/1961,BBC one,GB,30,0.0,0,Comedy,0
9084,The Charlie Farnsbarns Show,Canceled/Ended,Jul/1956,Sep/1956,itv,GB,30,10.0,1,"Comedy, Sketch/Improv",7
9085,The Coal Hole Club,Canceled/Ended,Apr/1973,Mar/1974,BBC one,GB,25,0.0,0,"Comedy, Children, Sketch/Improv",0
9086,The Comedians,Canceled/Ended,Jun/1971,Dec/1993,itv,GB,30,0.0,0,Comedy,79
9087,The Comedy Network,Canceled/Ended,Nov/1997,Apr/1999,Channel 5,GB,30,0.0,0,Comedy,26
9088,The Comedy Store,Canceled/Ended,Mar/1997,Dec/2001,Channel 5,GB,30,0.0,0,Comedy,55
9089,The Complete Victor Borge,Canceled/Ended,Oct/31/1974,Dec/1974,BBC TWO,GB,30,0.0,0,"Comedy, Music",6
9090,The Corbett Follies,Canceled/Ended,Jan/1969,Mar/1969,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9091,The Crazy Gang,Canceled/Ended,Apr/1956,Dec/1957,itv,GB,60,0.0,0,"Comedy, Sketch/Improv",0
9092,America in Primetime,Ended,2012-11-24,,PBS,GB,60,0.0,0,History,6
9093,The Cut Price Comedy Show,Canceled/Ended,Nov/1982,Jan/1983,Channel 4,GB,30,0.0,0,"Comedy, Sketch/Improv",10
9094,The Cyril Fletcher Show,Canceled/Ended,Apr/09/1959,May/14/1959,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",6
9095,Dare to Believe,Ended,,,ITV,GB,30,0.0,0,Comedy,0
9096,Dave Allen,Canceled/Ended,Jan/1993,Dec/1994,itv,GB,30,0.0,0,Comedy,0
9097,Dave Gorman's Important Astrological Experiment,Canceled/Ended,Sep/01/2002,Oct/06/2002,BBC TWO,GB,30,0.0,0,"Comedy, Discovery/Science",6
9098,Dave's Kingdom,Canceled/Ended,Oct/1964,Dec/1964,itv,GB,30,0.0,0,Comedy,0
9100,Davro's Sketch Pad,Canceled/Ended,Apr/1989,May/1989,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",6
9101,Dawson And Friends,Canceled/Ended,Apr/1977,Jun/1977,itv,GB,60,0.0,0,"Comedy, Sketch/Improv",0
9102,Dear Dotty,Canceled/Ended,Jul/1954,Oct/1954,BBC one,GB,30,0.0,0,Comedy,0
9103,Dear Heart,Canceled/Ended,Feb/1982,Jun/1983,BBC TWO,GB,25,0.0,0,Comedy,0
9104,Des,Canceled/Ended,Mar/1972,Dec/1972,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",16
9105,Des O'Connor Entertains,Canceled/Ended,Feb/1974,Dec/1976,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",14
9106,Des O'Connor On Stage,Canceled/Ended,May/1969,May/1969,itv,GB,45,0.0,0,"Comedy, Music, Sketch/Improv",0
9107,Dial RIX,Canceled/Ended,Sep/12/1962,Oct/1963,BBC one,GB,50,0.0,0,Comedy,9
9108,Dickie Valentine,Canceled/Ended,Jun/1957,Jul/1957,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9109,Dig This Rhubarb,Canceled/Ended,Oct/1963,Apr/1964,BBC one,GB,40,0.0,0,Comedy,0
9110,Digance At Work,Canceled/Ended,Nov/1986,Dec/1986,itv,GB,30,0.0,0,Comedy,6
9111,Dizzy Heights,Canceled/Ended,Feb/1990,Apr/1993,BBC one,GB,25,0.0,0,Comedy,27
9112,Doctor Down Under,Canceled/Ended,Feb/19/1979,May/14/1979,Seven,AU,30,0.0,0,Comedy,13
9113,Dodd On His Todd,Canceled/Ended,Apr/1981,May/1981,BBC one,GB,30,0.0,0,Comedy,0
9114,Doddy's Music Box,Canceled/Ended,Jan/1967,Mar/1968,itv,GB,45,0.0,0,Comedy,18
9115,Don't Ask Us - We're New Here,Canceled/Ended,Jul/1969,Sep/1970,BBC one,GB,35,0.0,0,"Comedy, Music, Sketch/Improv",18
9116,"Don't Do It, Dempsey!",Canceled/Ended,Apr/1960,May/1960,BBC one,GB,30,0.0,0,Comedy,0
9117,Don't Look Now,Canceled/Ended,Jul/1950,Sep/1950,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9118,Don't Spare The Horses,Canceled/Ended,Oct/1952,Nov/1952,BBC one,GB,60,0.0,0,"Comedy, Sketch/Improv",0
9119,Don't Tell Father (1959),Canceled/Ended,Jun/1959,Jul/1959,itv,GB,30,0.0,0,Comedy,0
9120,Don't Worry,Canceled/Ended,Sep/2004,Sep/2004,Channel 4,GB,30,0.0,0,Comedy,0
9121,Double Cross (1956),Canceled/Ended,Apr/1956,May/1956,BBC one,GB,30,0.0,0,"Comedy, Crime",0
9122,Double Six,Canceled/Ended,Aug/1957,Sep/1957,BBC one,GB,30,0.0,0,Comedy,0
9123,Drake's Progress,Canceled/Ended,May/1957,May/1958,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9124,The Dame Edna Experience,Ended,1987-09-12,,ITV1,GB,60,0.0,0,Comedy,13
9125,The Dave Allen Show,Canceled/Ended,Jun/1968,Nov/1969,BBC one,GB,45,0.0,0,"Comedy, Sketch/Improv",0
9126,The Dave King Show,Canceled/Ended,Oct/1955,Jan/1970,BBC one,GB,60,0.0,0,"Comedy, Sketch/Improv",0
9127,The Dawson Watch,Canceled/Ended,Feb/23/1979,Dec/1980,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",18
9128,Andy's Gang,Canceled/Ended,1955,1960,NBC,US,30,0.0,0,"Children, Puppets",0
9129,The Des O'Connor Show,Canceled/Ended,May/1963,Dec/1973,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",69
9130,The Dickie Henderson Half-Hour,Canceled/Ended,Jul/1958,Jun/1959,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",19
9131,Here's Hollywood,Canceled/Ended,Sep/26/1960,Dec/28/1962,NBC,US,30,0.0,0,"Celebrities, Interview",126
9132,An Evening at Home with Bernard Braden and Barbara Kelly,Canceled/Ended,Jan/1951,Apr/1951,BBC one,GB,30,0.0,0,Comedy,0
9133,An Evening With Francis Howerd,Canceled/Ended,Apr/1973,May/1973,BBC TWO,GB,45,0.0,0,"Comedy, Sketch/Improv",3
9134,Early To Braden,Canceled/Ended,Jul/1957,Mar/1958,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",19
9135,Edinburgh Comedy,Canceled/Ended,Aug/1999,Sep/2000,BBC TWO,GB,40,0.0,0,Comedy,0
9136,Elephant's Eggs In A Rhubarb Tree,Canceled/Ended,Apr/1971,May/1971,itv,GB,30,0.0,0,"Comedy, Children, Sketch/Improv",0
9137,Emery Presents,Canceled/Ended,Feb/1982,Jul/1983,BBC one,GB,35,0.0,0,Comedy,0
9138,Eric Sykes Presents Peter Sellers,Canceled/Ended,Jan/1957,Jan/1957,itv,GB,45,0.0,0,"Comedy, Sketch/Improv",0
9139,Ev (UK),Canceled/Ended,Oct/1970,Jan/1971,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9140,Evans Abode,Canceled/Ended,Nov/1956,Jun/1957,BBC one,GB,60,0.0,0,Comedy,0
9141,The Eamonn Andrews Show,Canceled/Ended,Dec/1956,Apr/1957,BBC one,GB,60,0.0,0,"Comedy, Sketch/Improv",0
9142,The Pier,Running,2025-04-27,,Kan 11,GB,10,0.0,0,"Drama, War",5
9143,The Entertainers (UK),Canceled/Ended,Sep/1983,Jan/1984,Channel 4,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9144,The Eric Barker Half-Hour,Canceled/Ended,Oct/1951,Dec/1953,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9145,Archangel,Ended,2005-03-19,,BBC One,GB,60,0.0,0,"Drama, Action, Adventure",3
9146,The Estate Agents,Canceled/Ended,Sep/1999,Mar/2002,Channel 4,GB,30,0.0,0,Comedy,7
9147,Storyville,In Development,,,TBS,GB,30,10.0,1,Family,818
9148,Ordinary People,In Development,,,ABC,GB,30,0.0,0,"Comedy, Music, Romance",101
9149,The Mark Steel Lectures,Canceled/Ended,Oct/07/2003,Mar/30/2006,BBC FOUR,GB,30,0.0,0,Comedy,18
9150,Ten Commandments,Canceled/Ended,May/06/1990,,BBC TWO,PL,60,0.0,0,Drama,10
9151,Lady Chatterley,Canceled/Ended,Jun/1993,Jun/1993,BBC TWO,GB,50,6.3333,3,Drama,4
9152,1st Exposure,Canceled/Ended,Jul/1988,Aug/1989,itv,GB,30,0.0,0,Comedy,0
9153,500 Bus Stops,Canceled/Ended,Jun/1997,Jul/1997,BBC TWO,GB,30,0.0,0,Comedy,4
9154,Faces Of Jim,Canceled/Ended,Nov/16/1961,Aug/09/1963,BBC one,GB,30,0.0,0,Comedy,19
9155,Family Affairs (1949),Canceled/Ended,Oct/1949,Feb/1950,BBC one,GB,30,0.0,0,Comedy,0
9156,FAQ U,Canceled/Ended,May/2005,May/2005,Channel 4,GB,30,0.0,0,Comedy,0
9157,Fast And Loose,Canceled/Ended,May/1954,Dec/1955,BBC one,GB,45,0.0,0,"Comedy, Sketch/Improv",0
9158,Fast Forward (UK),Canceled/Ended,Nov/1984,Apr/1987,BBC TWO,GB,25,0.0,0,"Comedy, Children, Sketch/Improv",19
9159,Five Alive,Canceled/Ended,Aug/1986,Jul/1988,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",14
9160,Flip,Canceled/Ended,Sep/17/1988,Dec/31/1988,CBS,US,30,0.0,0,"Children, Educational",0
9161,Fo A Fe,Canceled/Ended,Mar/1972,Jan/1977,BBC one,GB,30,0.0,0,Comedy,0
9162,Focus North,Canceled/Ended,Oct/1999,Dec/1999,Channel 4,GB,30,0.0,0,Comedy,0
9163,Follow That Dog,Canceled/Ended,Nov/1974,Dec/1974,itv,GB,25,0.0,0,"Comedy, Children",0
9164,For 4 Tonight,Canceled/Ended,Oct/1983,Nov/1983,Channel 4,GB,30,0.0,0,Comedy,0
9165,Foreign Affairs (1966),Canceled/Ended,Sep/1966,Oct/1966,BBC one,GB,30,0.0,0,Comedy,0
9166,Frankie Howerd,Canceled/Ended,Dec/1964,Mar/1966,BBC one,GB,25,0.0,0,Comedy,0
9167,Frankie Howerd Strikes Again,Canceled/Ended,Sep/1981,Oct/1981,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9168,Frankie's On...,Canceled/Ended,Jun/1992,Jul/1992,itv,GB,30,0.0,0,Comedy,0
9169,Frankly Howerd,Canceled/Ended,May/1959,Jun/1959,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9170,Freddie Starr,Canceled/Ended,May/1993,Jul/1994,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9171,Freddie Starr's Variety Madhouse,Canceled/Ended,Oct/27/1979,Dec/01/1979,itv,GB,45,0.0,0,"Comedy, Sketch/Improv",6
9172,Friday Night Live (1988),Canceled/Ended,Feb/19/1988,Mar/1993,Channel 4,GB,75,0.0,0,"Comedy, Sketch/Improv",10
9173,Friday Night With...,Canceled/Ended,Aug/1956,Jan/1957,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9174,From The Top,Canceled/Ended,Sep/1985,Dec/1986,itv,GB,30,0.0,0,"Comedy, Children",12
9175,Frost's Weekly,Canceled/Ended,Dec/1973,Jan/1974,BBC TWO,GB,45,0.0,0,"Comedy, Sketch/Improv",0
9176,Fun at the Funeral Parlour,Ended,2001-01-01,,BBC Three,GB,30,0.0,0,Comedy,13
9177,Funny Ha Ha,Canceled/Ended,1974,1974,itv,GB,30,0.0,0,"Comedy, Children",0
9178,Funnybone,Canceled/Ended,Jun/1982,Jul/1982,itv,GB,25,0.0,0,Comedy,0
9179,The Faith Brown Chat Show,Canceled/Ended,Jan/26/1980,Mar/1980,itv,GB,30,0.0,0,Comedy,6
9180,The Ferguson Theory,Canceled/Ended,Jan/1994,Feb/1994,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9181,The Fivepenny Piece Show,Canceled/Ended,May/1979,May/1979,BBC TWO,GB,30,0.0,0,Music,4
9182,Stalky & Co,Canceled/Ended,1982,1982,BBC one,GB,50,0.0,0,"Adventure, Children",0
9183,The Frankie Howerd Show,Canceled/Ended,1953,1956,BBC one,GB,45,0.0,0,"Comedy, Sketch/Improv",0
9184,The Fred Emney Show,Canceled/Ended,Feb/1957,Mar/1957,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9185,The Freddie Starr Show,Canceled/Ended,Jul/1996,Dec/1998,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9186,The Funny Farm,Canceled/Ended,Mar/1990,Aug/1993,itv,GB,30,0.0,0,Comedy,0
9187,The Funny Side,Canceled/Ended,Jul/1985,Aug/1985,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",6
9188,Galloping Galaxies!,Canceled/Ended,Oct/1985,Dec/1986,BBC one,GB,25,0.0,0,"Comedy, Children",0
9189,Gas,Canceled/Ended,Jul/1997,May/1998,Channel 4,GB,30,0.0,0,Comedy,0
9190,Gayle's World,Canceled/Ended,Jun/1996,Jul/1997,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9191,Get The Drift,Canceled/Ended,Jul/1971,Feb/1976,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",12
9192,"Get Up, Stand Up",Canceled/Ended,Dec/1994,Jun/1998,Channel 4,GB,30,0.0,0,"Comedy, Sketch/Improv",20
9193,Giggly Bitz!,Canceled/Ended,Feb/1999,May/2000,itv,GB,15,0.0,0,"Comedy, Children, Sketch/Improv",0
9194,Girl Talk,Canceled/Ended,Aug/1980,Aug/1980,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9195,Glas Y Dorlan,Canceled/Ended,Apr/1977,Jan/1979,BBC one,GB,30,0.0,0,Comedy,12
9196,Go For It,Canceled/Ended,May/1984,Jul/1984,itv,GB,30,0.0,0,Comedy,6
9197,Good Stuff Comedy,Canceled/Ended,May/1997,Jun/1997,itv,GB,30,0.0,0,Comedy,0
9198,Goodbye Again,Canceled/Ended,Aug/1968,Aug/1969,itv,GB,60,0.0,0,"Comedy, Sketch/Improv",0
9199,Graham's Gang,Canceled/Ended,Nov/21/1977,Mar/14/1979,BBC one,GB,25,0.0,0,"Comedy, Children",0
9200,Grandad,Canceled/Ended,Oct/1979,Feb/1984,BBC one,GB,30,0.0,0,"Comedy, Children",22
9201,Great Scott - It's Maynard!,Canceled/Ended,Oct/1955,Dec/1956,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9202,Grubstreet,Canceled/Ended,Nov/1972,Nov/1973,BBC TWO,GB,30,0.0,0,Comedy,0
9203,Gruey,Canceled/Ended,Feb/1988,Feb/1989,BBC one,GB,30,0.0,0,"Comedy, Children",0
9204,Grumpy Old Men,Ended,2003-10-10,,BBC Two,GB,30,0.0,0,Comedy,14
9205,The Galton & Simpson Comedy,Canceled/Ended,Apr/19/1969,May/24/1969,itv,GB,30,0.0,0,Comedy,0
9206,The Galton & Simpson Playhouse,Canceled/Ended,Feb/1977,Mar/1977,itv,GB,30,0.0,0,Comedy,7
9207,The George Martin Show,Canceled/Ended,Jun/1952,Sep/1952,BBC one,GB,30,0.0,0,Comedy,0
9208,The Gordon Peters Show,Canceled/Ended,Jan/1973,May/1973,BBC one,GB,30,0.0,0,Comedy,0
9209,The Graham Stark Show,Canceled/Ended,Jun/1964,Jul/1964,BBC one,GB,25,0.0,0,"Comedy, Sketch/Improv",0
9210,The Gravy Train,Canceled/Ended,Jun/1990,Jul/1990,Channel 4,GB,60,0.0,0,Comedy,0
9211,The Gravy Train Goes East,Canceled/Ended,Oct/1991,Nov/1991,Channel 4,GB,65,0.0,0,Comedy,0
9212,The Great Detective,Canceled/Ended,Jul/1953,Sep/1953,BBC one,GB,30,0.0,0,"Comedy, Children",6
9213,The Green Tie On The Little Yellow Dog,Canceled/Ended,Jul/1983,Jul/1983,Channel 4,GB,30,0.0,0,Comedy,0
9214,The Grumbleweeds Radio Show,Canceled/Ended,Mar/1983,Jul/1988,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9215,Tak and the Power of JuJu,Canceled/Ended,Aug/31/2007,Dec/15/2007,nickelodeon,US,30,9.0,2,"Adventure, Children, Children Cartoons",11
9216,Meaty,In Development,,,Comedy Central,CA,30,0.0,0,Comedy,10
9217,"Ni Hao, Kai-lan",Returning Series,Feb/07/2008,,nickelodeon,US,30,10.0,3,"Educational, Children Cartoons",20
9218,Fanorama,Canceled/Ended,2002,2003,E4,GB,30,0.0,0,Family,0
9219,El Tigre: The Adventures of Manny Rivera,Ended,2007-03-03,,Nicktoons,US,30,0.0,0,Children,50
9220,Thugaboo,Canceled/Ended,Aug/11/2006,,nickToons,US,30,0.0,0,Animation General,0
9221,Just Jordan,Canceled/Ended,Jan/07/2007,Apr/05/2008,nickelodeon,US,30,0.0,0,Comedy,28
9222,Best Student Council,Canceled/Ended,Apr/2005,Sep/2005,TV Tokyo,JP,25,0.0,0,"Comedy, Anime",26
9223,A Series Of Bird's,Canceled/Ended,Oct/03/1967,Nov/21/1967,BBC one,GB,25,0.0,0,Comedy,8
9224,Sam And Janet,Canceled/Ended,Jun/1967,Mar/1968,itv,GB,30,0.0,0,Comedy,0
9225,Hancock's,Canceled/Ended,Jun/1967,Jul/1967,itv,GB,30,0.0,0,Comedy,6
9226,Happy Endings (UK),Canceled/Ended,Nov/1981,Dec/1981,BBC TWO,GB,30,0.0,0,Comedy,0
9227,Happy Holidays,Canceled/Ended,Jul/1954,Sep/1954,BBC one,GB,60,0.0,0,"Comedy, Children",0
9228,Hardwicke House,Canceled/Ended,Feb/24/1987,Feb/25/1987,itv,GB,30,0.0,0,Comedy,2
9229,Harry's Mad,Canceled/Ended,Jan/1993,Mar/1996,itv,GB,30,0.0,0,"Comedy, Children",35
9230,Haywire,Canceled/Ended,Jun/1999,Aug/1999,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9231,Hello Mum,Canceled/Ended,Feb/1987,Mar/1987,BBC TWO,GB,30,0.0,0,"Comedy, Sketch/Improv",6
9232,"Hello, Good Afternoon, Welcome",Canceled/Ended,Nov/1980,Dec/1980,itv,GB,30,0.0,0,"Comedy, Music, Sketch/Improv",0
9233,Here's Harry,Canceled/Ended,Oct/1960,Dec/1965,BBC one,GB,30,0.0,0,Comedy,59
9234,Here's Howard,Canceled/Ended,Mar/1951,Jun/1951,BBC one,GB,30,0.0,0,Comedy,0
9235,Herlock And Sholmes,Canceled/Ended,Jul/1958,Oct/1958,itv,GB,15,0.0,0,"Comedy, Children",0
9236,"Silk, Satin, Cotton, Rags",Canceled/Ended,May/1952,Jun/1952,BBC TWO,GB,30,0.0,0,,0
9237,Hey Brian!,Canceled/Ended,May/1973,Jun/1973,itv,GB,30,0.0,0,Comedy,0
9238,Reggie Little At Large,Canceled/Ended,May/1953,Jul/1953,BBC TWO,GB,30,0.0,0,,0
9239,High Hopes,Ended,2002-10-02,,BBC One Wales,GB,30,0.0,0,"Comedy, Drama",35
9240,Highland Fling,Canceled/Ended,Aug/1957,Sep/1957,itv,GB,30,0.0,0,Comedy,0
9241,Hinge And Bracket,Canceled/Ended,Mar/1978,Dec/1981,BBC TWO,GB,45,0.0,0,"Comedy, Music",0
9242,Hip Hip Who Ray,Canceled/Ended,Aug/1956,Sep/1956,itv,GB,45,0.0,0,Comedy,0
9243,Kelly,Canceled/Ended,Sep/1989,Dec/2005,UTV,GB,60,0.0,0,,6
9244,Hogg's Back,Canceled/Ended,Sep/1975,Jul/1976,itv,GB,30,0.0,0,"Comedy, Children",19
9245,Hold the Front Page,Ended,2023-01-04,,Sky Max,GB,60,0.0,0,Comedy,12
9246,Headbangers Ball,Canceled/Ended,Aug/18/1987,Oct/2005,MTV,US,90,0.0,0,Music,2
9247,British Comedy Awards,Returning Series,Dec/16/1990,,Channel 4,GB,120,0.0,0,Comedy,12
9248,Home Sweet Home,Canceled/Ended,Jul/1980,Sep/1982,ABC,AU,30,0.0,0,Comedy,26
9249,Honky Tonk Heroes,Canceled/Ended,Jan/1981,Feb/1981,itv,GB,60,0.0,0,Comedy,0
9250,Hope And Keen,Canceled/Ended,Dec/1965,Mar/1966,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9251,Hope And Keen's Crazy House,Canceled/Ended,Aug/1970,Aug/1973,BBC one,GB,25,0.0,0,"Comedy, Children",0
9252,Horace,Canceled/Ended,Apr/1982,Apr/1982,itv,GB,30,0.0,0,Comedy,0
9253,Horne A'plenty,Canceled/Ended,Jun/1968,Jan/1969,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9254,How Do You View?,Canceled/Ended,Oct/1949,Sep/1953,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9255,How To Be An Alien,Canceled/Ended,Feb/1964,Apr/1964,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9256,How's Your Father,Canceled/Ended,Jul/1974,Apr/1975,itv,GB,30,0.0,0,Comedy,13
9257,Hububb,Canceled/Ended,Jan/07/1997,Mar/29/2001,BBC one,GB,15,0.0,0,"Comedy, Children",64
9258,Hudd,Canceled/Ended,Jul/1965,Dec/1965,BBC one,GB,30,0.0,0,Comedy,0
9259,Hulbert Follies,Canceled/Ended,Jul/1948,Sep/1948,BBC one,GB,45,0.0,0,"Comedy, Sketch/Improv",0
9260,The Handle Bar,Canceled/Ended,Oct/1947,Nov/1947,BBC one,GB,50,0.0,0,"Comedy, Music",0
9261,The Handy Gang,Canceled/Ended,May/1963,Jul/1963,itv,GB,25,0.0,0,"Comedy, Children",13
9262,The Happening,Canceled/Ended,Sep/1991,Oct/1991,Channel 4,GB,60,8.0,2,"Comedy, Music",6
9263,The Harry Secombe Show (1955),Canceled/Ended,Sep/1955,Mar/1957,itv,GB,45,0.0,0,"Comedy, Sketch/Improv",6
9264,The Harry Secombe Show (1968),Canceled/Ended,Dec/1968,Dec/1973,BBC one,GB,45,0.0,0,"Comedy, Sketch/Improv",25
9265,The Zig and Zag Show,Canceled/Ended,Jul/1998,Oct/1998,itv,GB,20,0.0,0,"Comedy, Children, Sketch/Improv",13
9266,Zig And Zag's Dirty Deeds,Canceled/Ended,Dec/1994,Jun/1996,Channel 4,GB,30,0.0,0,"Comedy, Children",0
9267,The Illustrated Weekly Hudd,Canceled/Ended,Nov/1966,Dec/1967,BBC one,GB,30,0.0,0,"Comedy, Sketch/Improv",0
9268,The Incredible Adventures of Professor Branestawm (1969),Canceled/Ended,Jul/1969,Aug/1969,itv,GB,30,0.0,0,"Comedy, Children",0
9269,"The Idiot Weekly, Price 2d",Canceled/Ended,Feb/1956,Apr/1956,itv,GB,30,0.0,0,"Comedy, Sketch/Improv",2
9270,Young Again,In Development,,,Tencent QQ,GB,10,0.0,0,Comedy,0
9271,It's Tarbuck!,Canceled/Ended,Dec/1964,May/1973,itv,GB,30,0.0,0,Comedy,0
9272,It's Saturday Night,Canceled/Ended,Sep/1959,Dec/1959,BBC one,GB,45,0.0,0,Comedy,0
